VideoID;Réalisateurs;SourceURL;Note
424;Ron Clements | John Musker;https://www.imdb.com/title/tt0119282/;Correspondance retenue : Hercule, film d’animation de 1997.
431;Yasuhito Kikuchi;https://www.imdb.com/title/tt15467380/;
432;Masaya Fujimori;https://www.imdb.com/title/tt2085795/;
433;Martin Wood;https://www.imdb.com/title/tt0929629/;
434;Robert C. Cooper;https://www.imdb.com/title/tt0942903/;
435;Tatsuma Minamikawa;https://www.imdb.com/title/tt6548966/;
437;Paul Verhoeven;https://www.imdb.com/title/tt0120201/;
438;Phil Tippett;https://www.imdb.com/title/tt0367093/;
464;Kenji Kamiyama;https://www.imdb.com/title/tt14824600/;
465;Ridley Scott;https://www.imdb.com/title/tt0172495/;
491;Roland Emmerich;https://www.imdb.com/title/tt0116629/;
492;Roland Emmerich;https://www.imdb.com/title/tt1628841/;
493;Lana Wachowski | Lilly Wachowski;https://www.imdb.com/title/tt0242653/;
512;Steven Spielberg;https://www.imdb.com/title/tt0407304/;Correspondance retenue : La Guerre des mondes de Steven Spielberg (2005).
531;Stanley Tong;https://www.imdb.com/title/tt0113326/;
532;Eric Darnell | Simon J. Smith;https://www.imdb.com/title/tt1911658/;
533;Byron Howard | Rich Moore | Jared Bush;https://www.imdb.com/title/tt2948356/;
534;James Cameron;https://www.imdb.com/title/tt0120338/;
536;Scott Waugh;https://www.imdb.com/title/tt2369135/;
537;René Goscinny | Albert Uderzo;https://www.imdb.com/title/tt0072901/;
538;Edward Zwick;https://www.imdb.com/title/tt0325710/;
539;Ridley Scott;https://www.imdb.com/title/tt9218128/;
540;Joss Whedon;https://www.imdb.com/title/tt2395427/;
541;Anthony Russo | Joe Russo;https://www.imdb.com/title/tt4154756/;
542;Anthony Russo | Joe Russo;https://www.imdb.com/title/tt4154796/;
543;Jon Favreau;https://www.imdb.com/title/tt0371746/;
544;Shane Black;https://www.imdb.com/title/tt1300854/;
545;Jon Favreau;https://www.imdb.com/title/tt1228705/;
546;Anthony Russo | Joe Russo;https://www.imdb.com/title/tt1843866/;
547;Joe Johnston;https://www.imdb.com/title/tt0458339/;
548;Anthony Russo | Joe Russo;https://www.imdb.com/title/tt3498820/;
555;Nathan Greno | Byron Howard;https://www.imdb.com/title/tt0398286/;
556;Lionel Steketee;https://www.imdb.com/title/tt5964278/;
557;Chad Stahelski;https://www.imdb.com/title/tt6146586/;
558;Chad Stahelski;https://www.imdb.com/title/tt2911666/;
559;Chad Stahelski;https://www.imdb.com/title/tt4425200/;
560;Chad Stahelski;https://www.imdb.com/title/tt10366206/;
689;Zack Snyder;https://www.imdb.com/title/tt0416449/;
716;John Francis Daley | Jonathan Goldstein;https://www.imdb.com/title/tt2906216/;
717;Angel Manuel Soto;https://www.imdb.com/title/tt9362930/;
718;Tim Burton;https://www.imdb.com/title/tt2049403/;
719;Pascal Bourdiaux;https://www.imdb.com/title/tt1437361/;
726;Ryan Coogler;https://www.imdb.com/title/tt1825683/;
727;Cate Shortland;https://www.imdb.com/title/tt3480822/;
728;Peyton Reed;https://www.imdb.com/title/tt10954600/;
729;Peyton Reed;https://www.imdb.com/title/tt0478970/;
730;Anna Boden | Ryan Fleck;https://www.imdb.com/title/tt4154664/;
731;Scott Derrickson;https://www.imdb.com/title/tt1211837/;
737;Daniel Espinosa;https://www.imdb.com/title/tt5108870/;
740;Destin Daniel Cretton;https://www.imdb.com/title/tt9376612/;
753;David Kerr;https://www.imdb.com/title/tt6921996/;
754;Oliver Parker;https://www.imdb.com/title/tt1634122/;
755;Taika Waititi;https://www.imdb.com/title/tt3501632/;
756;Alan Taylor;https://www.imdb.com/title/tt1981115/;
757;Jon Watts;https://www.imdb.com/title/tt2250912/;
758;James Gunn;https://www.imdb.com/title/tt2015381/;
759;Clay Kaytis | Fergal Reilly;https://www.imdb.com/title/tt1985949/;
760;John Rice | Thurop Van Orman;https://www.imdb.com/title/tt6095472/;
761;Jon Watts;https://www.imdb.com/title/tt6320628/;
762;James Gunn;https://www.imdb.com/title/tt3896198/;
763;John Woo;https://www.imdb.com/title/tt0425637/;
764;John Woo;https://www.imdb.com/title/tt0425637/;
765;Terence Hill;https://www.imdb.com/title/tt0109321/;
766;Guy Ritchie;https://www.imdb.com/title/tt6139732/;Correspondance retenue : Aladdin en prises de vues réelles (2019).
767;Christopher Nolan;https://www.imdb.com/title/tt0816692/;
768;Stephen Sommers;https://www.imdb.com/title/tt0118956/;
769;Ruben Fleischer;https://www.imdb.com/title/tt1270797/;
770;Christopher Nolan;https://www.imdb.com/title/tt1375666/;
771;Duncan Jones;https://www.imdb.com/title/tt0803096/;
772;Andrew Morahan;https://www.imdb.com/title/tt0110027/;
774;Ridley Scott;https://www.imdb.com/title/tt0083658/;
775;Denis Villeneuve;https://www.imdb.com/title/tt1856101/;
776;James Mangold;https://www.imdb.com/title/tt1950186/;
777;Steven S. DeKnight;https://www.imdb.com/title/tt2557478/;
778;Philippe Lacheau;https://www.imdb.com/title/tt8523334/;
779;Enzo Barboni;https://www.imdb.com/title/tt0085601/;
780;Enzo Barboni;https://www.imdb.com/title/tt0068154/;
781;Enzo Barboni;https://www.imdb.com/title/tt0067355/;
782;Steven Spielberg;https://www.imdb.com/title/tt0102057/;
783;Zack Snyder;https://www.imdb.com/title/tt2975590/;
784;Stanley Tong;https://www.imdb.com/title/tt4217392/;
785;Peter Segal;https://www.imdb.com/title/tt0110622/;
786;Breck Eisner;https://www.imdb.com/title/tt1618442/;
787;Tony Leondis;https://www.imdb.com/title/tt4877122/;
788;Nikolaj Arcel;https://www.imdb.com/title/tt1648190/;
789;Patrick Tatopoulos;https://www.imdb.com/title/tt0834001/;
790;Len Wiseman;https://www.imdb.com/title/tt0401855/;
791;Len Wiseman;https://www.imdb.com/title/tt0320691/;
792;Erik Canuel;https://www.imdb.com/title/tt3891538/;
793;Stephen Sommers;https://www.imdb.com/title/tt0338526/;
794;Anna Foerster;https://www.imdb.com/title/tt3717252/;
795;Måns Mårlind | Björn Stein;https://www.imdb.com/title/tt1496025/;
796;Kelsey Mann;https://www.imdb.com/title/tt22022452/;
797;Pete Docter | Ronnie Del Carmen;https://www.imdb.com/title/tt2096673/;
798;Roland Emmerich;https://www.imdb.com/title/tt0111282/;
799;Ron Howard;https://www.imdb.com/title/tt0170016/;
801;Martin Scorsese;https://www.imdb.com/title/tt0993846/;
803;Jeff Fowler;https://www.imdb.com/title/tt18259086/;
806;Jeff Fowler;https://www.imdb.com/title/tt3794354/;
807;Dave Wilson;https://www.imdb.com/title/tt1634106/;
808;Jon Turteltaub;https://www.imdb.com/title/tt4779682/;
809;Marc Forster;https://www.imdb.com/title/tt0816711/;
810;Frank Darabont;https://www.imdb.com/title/tt0884328/;
811;Zack Snyder;https://www.imdb.com/title/tt0978764/;
812;Pierre Coffin | Chris Renaud;https://www.imdb.com/title/tt1323594/;
813;Pierre Coffin | Chris Renaud;https://www.imdb.com/title/tt1690953/;
814;Chris Renaud | Patrick Delage;https://www.imdb.com/title/tt7510222/;
815;Kyle Balda | Pierre Coffin | Eric Guillon;https://www.imdb.com/title/tt3469046/;
816;Alex Proyas;https://www.imdb.com/title/tt0343818/;
817;Eric Darnell | Tom McGrath;https://www.imdb.com/title/tt0479952/;
818;Eric Darnell | Tom McGrath;https://www.imdb.com/title/tt0351283/;
819;Eric Darnell | Tom McGrath | Conrad Vernon;https://www.imdb.com/title/tt1277953/;
820;Jeff Fowler;https://www.imdb.com/title/tt12412888/;
821;Eli Roth;https://www.imdb.com/title/tt4978420/;
822;Scott Beck | Bryan Woods;https://www.imdb.com/title/tt28015403/;
834;Zack Snyder;https://www.imdb.com/title/tt0409459/;
865;Tomohisa Taguchi;https://www.imdb.com/title/tt17382524/;
866;David G. Derrick Jr. | Jason Hand | Dana Ledoux Miller;https://www.imdb.com/title/tt13622970/;
1084;Fred Dekker;https://www.imdb.com/title/tt0107978/;
1085;Irvin Kershner;https://www.imdb.com/title/tt0100502/;
1086;Takashi Yamazaki;https://www.imdb.com/title/tt23289160/;
1087;David Leitch;https://www.imdb.com/title/tt1684562/;
1088;Aaron Horvath | Michael Jelenic | Pierre Leduc;https://www.imdb.com/title/tt6718170/;
1089;Chris Columbus;https://www.imdb.com/title/tt0241527/;
1090;Chris Columbus;https://www.imdb.com/title/tt0295297/;
1091;Alfonso Cuarón;https://www.imdb.com/title/tt0304141/;
1092;Mike Newell;https://www.imdb.com/title/tt0330373/;
1093;David Yates;https://www.imdb.com/title/tt0373889/;
1094;David Yates;https://www.imdb.com/title/tt0417741/;
1095;David Yates;https://www.imdb.com/title/tt1201607/;
1096;David Yates;https://www.imdb.com/title/tt0926084/;
1097;Nia DaCosta;https://www.imdb.com/title/tt10676048/;
1110;Sébastien Vanicek;https://www.imdb.com/title/tt26744289/;
1111;Brad Peyton;https://www.imdb.com/title/tt2126355/;
1112;Gil Kenan;https://www.imdb.com/title/tt21235248/;
1113;Gary Trousdale | Kirk Wise;https://www.imdb.com/title/tt0230011/;
1114;Mike Mitchell | Stephanie Stine;https://www.imdb.com/title/tt21692408/;
1115;Yacine Belhousse | Sébastien De Dominicis;https://www.imdb.com/title/tt29926419/;
1116;Dennis Gansel;https://www.imdb.com/title/tt3522806/;
1161;Robert Rodriguez;https://www.imdb.com/title/tt0437086/;
1162;Neill Blomkamp;https://www.imdb.com/title/tt1823672/;
1163;Eli Roth;https://www.imdb.com/title/tt2119543/;
1164;Scott Beck | Bryan Woods;https://www.imdb.com/title/tt12261776/;
1165;Jeff Tomsic;https://www.imdb.com/title/tt2854926/;
1166;Steve Beck;https://www.imdb.com/title/tt0245674/;
1167;Mel Brooks;https://www.imdb.com/title/tt0094012/;
1169;Sergio Corbucci;https://www.imdb.com/title/tt0078058/;
1171;Bruno Corbucci;https://www.imdb.com/title/tt0089591/;
1172;David Twohy;https://www.imdb.com/title/tt0134847/;
1174;Paul W.S. Anderson;https://www.imdb.com/title/tt0119081/;
1176;Alex Zamm;https://www.imdb.com/title/tt2114504/;
1177;Luc Besson;https://www.imdb.com/title/tt2239822/;
1178;James McTeigue;https://www.imdb.com/title/tt0434409/;
1179;Harold Ramis;https://www.imdb.com/title/tt0107048/;
1180;Daniel Lee;https://www.imdb.com/title/tt0882978/;
1181;Clint Eastwood;https://www.imdb.com/title/tt3263904/;
1182;Patrick Hughes;https://www.imdb.com/title/tt1959563/;
1183;Mark Andrews | Brenda Chapman | Steve Purcell;https://www.imdb.com/title/tt1217209/;
1184;Shawn Levy;https://www.imdb.com/title/tt0433035/;
1185;Fred Cavayé;https://www.imdb.com/title/tt5253294/;
1186;Morten Tyldum;https://www.imdb.com/title/tt1355644/;
1187;Chris Columbus;https://www.imdb.com/title/tt2120120/;
1188;Howard McCain;https://www.imdb.com/title/tt0462465/;
1189;Timur Bekmambetov;https://www.imdb.com/title/tt0403358/;
1190;Sarik Andreasyan;https://www.imdb.com/title/tt4471388/;
1191;Vincent McEveety;https://www.imdb.com/title/tt0080861/;
1192;Frank Darabont;https://www.imdb.com/title/tt0111161/;
1193;James Mangold;https://www.imdb.com/title/tt3315342/;
1194;Daniel Espinosa;https://www.imdb.com/title/tt5442430/;
1195;Jean-Marie Poiré;https://www.imdb.com/title/tt2441982/;
1196;Francis Ford Coppola;https://www.imdb.com/title/tt10128846/;
1258;Alex Proyas;https://www.imdb.com/title/tt2404233/;
1259;Yann Samuell;https://www.imdb.com/title/tt4463248/;
1260;Scott Wheeler;https://www.imdb.com/title/tt4480398/;
1261;Alessandro Carloni | Jennifer Yuh Nelson;https://www.imdb.com/title/tt2267968/;
1361;Paul W.S. Anderson;https://www.imdb.com/title/tt0120804/;
1362;Alexander Witt;https://www.imdb.com/title/tt0318627/;
1363;Russell Mulcahy;https://www.imdb.com/title/tt0432021/;
1364;Paul W.S. Anderson;https://www.imdb.com/title/tt1220634/;
1365;Paul W.S. Anderson;https://www.imdb.com/title/tt1855325/;
1366;Paul W.S. Anderson;https://www.imdb.com/title/tt2592614/;
1367;Brad Bird;https://www.imdb.com/title/tt1964418/;
1368;Barry Sonnenfeld;https://www.imdb.com/title/tt0106220/;
1369;Barry Sonnenfeld;https://www.imdb.com/title/tt0101272/;
1421;Kyle Balda | Pierre Coffin;https://www.imdb.com/title/tt2293640/;
1422;Olivier Baroux;https://www.imdb.com/title/tt1793931/;
1423;Olivier Baroux;https://www.imdb.com/title/tt7066382/;
1424;Olivier Baroux;https://www.imdb.com/title/tt4926538/;
1425;Olivier Baroux;https://www.imdb.com/title/tt12847352/;
1426;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1427;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1428;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1429;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1430;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1431;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1432;Fabien Fournier;https://fr.wikipedia.org/wiki/Noob_%28web-s%C3%A9rie%29;Montage intégral de la saison publié en version film.
1458;James DeMonaco;https://www.imdb.com/title/tt2184339/;
1459;James DeMonaco;https://www.imdb.com/title/tt2975578/;
1460;Matthew Vaughn;https://www.imdb.com/title/tt2802144/;
1461;Matthew Vaughn;https://www.imdb.com/title/tt4649466/;
1462;Keishi Otomo;https://www.imdb.com/title/tt3029556/;
1463;Keishi Otomo;https://www.imdb.com/title/tt1979319/;
1464;Keishi Otomo;https://www.imdb.com/title/tt3029558/;
1620;Jon Watts;https://www.imdb.com/title/tt14257582/;
1629;Mel Gibson;https://www.imdb.com/title/tt10078772/;
1630;Scott Derrickson;https://www.imdb.com/title/tt0970416/;
1631;Vincenzo Natali;https://www.imdb.com/title/tt0123755/;
1632;Andrzej Sekula;https://www.imdb.com/title/tt0285492/;
1633;Ernie Barbarash;https://www.imdb.com/title/tt0377713/;
1707;John G. Avildsen;https://www.imdb.com/title/tt0087538/;
1708;John G. Avildsen;https://www.imdb.com/title/tt0091326/;
1742;Bradley Raymond;https://www.imdb.com/title/tt0318403/;
1743;Darrell Rooney | Rob LaDuca(co-director);https://www.imdb.com/title/tt0120131/;
1744;Roger Allers | Rob Minkoff;https://www.imdb.com/title/tt0110357/;
1745;Ray Goossens;https://www.imdb.com/title/tt0061369/;
1746;Philippe Grimond;https://www.imdb.com/title/tt0096842/;
1747;Gerhard Hahn;https://www.imdb.com/title/tt0109162/;
1748;Stefan Fjeldmark | Jesper Møller;https://www.imdb.com/title/tt0371552/;
1749;Gaëtan Brizzi | Paul Brizzi;https://www.imdb.com/title/tt0088748/;
1750;Pino Van Lamsweerde;https://www.imdb.com/title/tt0090667/;
1751;Takaharu Ozaki;https://www.imdb.com/title/tt11151982/;
1752;Robert Stromberg;https://www.imdb.com/title/tt1587310/;
1753;Joachim Rønning;https://www.imdb.com/title/tt4777008/;
1762;Dominic Sena;https://www.imdb.com/title/tt0187078/;
1763;Chris McKay;https://www.imdb.com/title/tt9777666/;
1782;Slony Sow;https://www.imdb.com/title/tt6993614/;
1794;Edward Neumeier;https://www.imdb.com/title/tt0844760/;
1795;James Wan;https://www.imdb.com/title/tt0387564/;
1796;Darren Lynn Bousman;https://www.imdb.com/title/tt0489270/;
1797;Darren Lynn Bousman;https://www.imdb.com/title/tt0432348/;
1798;Darren Lynn Bousman;https://www.imdb.com/title/tt0890870/;
1799;Kevin Greutert;https://www.imdb.com/title/tt1477076/;
1800;Michael Spierig | Peter Spierig;https://www.imdb.com/title/tt3348730/;
1801;Kevin Greutert;https://www.imdb.com/title/tt1233227/;
1802;David Hackl;https://www.imdb.com/title/tt1132626/;
1836;Jeff Wadlow;https://www.imdb.com/title/tt26658104/;
1837;John Krasinski;https://www.imdb.com/title/tt8332922/;
1838;Michael Sarnoski;https://www.imdb.com/title/tt13433802/;
1839;John Krasinski;https://www.imdb.com/title/tt6644200/;
1840;Benjamin Renner;https://www.imdb.com/title/tt6495056/;
1841;Malcolm D. Lee;https://www.imdb.com/title/tt6781982/;
1842;Louis Leterrier;https://www.imdb.com/title/tt0800320/;
1843;Jonathan Liebesman;https://www.imdb.com/title/tt1646987/;
1844;Kevin Greutert;https://www.imdb.com/title/tt21807222/;
1845;Stephen Norrington;https://www.imdb.com/title/tt0120611/;
1846;Guillermo del Toro;https://www.imdb.com/title/tt0187738/;
1847;David S. Goyer;https://www.imdb.com/title/tt0359013/;
1848;Brett Ratner;https://www.imdb.com/title/tt0376994/;
1849;Bryan Singer;https://www.imdb.com/title/tt0290334/;
1850;Bryan Singer;https://www.imdb.com/title/tt0120903/;
1881;Andrew Adamson | Vicky Jenson;https://www.imdb.com/title/tt0126029/;
1882;Mike Mitchell;https://www.imdb.com/title/tt0892791/;
1883;Andrew Adamson | Kelly Asbury | Conrad Vernon;https://www.imdb.com/title/tt0298148/;
1884;Chris Miller | Raman Hui;https://www.imdb.com/title/tt0413267/;
1885;Zack Snyder;https://www.imdb.com/title/tt23137904/;
1886;Zack Snyder;https://www.imdb.com/title/tt14998742/;
1887;Guy Ritchie;https://www.imdb.com/title/tt0988045/;
1888;Guy Ritchie;https://www.imdb.com/title/tt1515091/;
1889;George Lucas;https://www.imdb.com/title/tt0076759/;
1890;Irvin Kershner;https://www.imdb.com/title/tt0080684/;
1891;Richard Marquand;https://www.imdb.com/title/tt0086190/;
1892;David Fincher;https://www.imdb.com/title/tt0114369/;
1893;Patryk Vega;https://www.imdb.com/title/tt20414834/;
1894;Fabien Fournier;https://www.seriebox.com/cine/noob-les-arcanes-ultimes.html;Film indépendant de l’univers Noob.
1895;J.J. Abrams;https://www.imdb.com/title/tt2488496/;
1896;Rian Johnson;https://www.imdb.com/title/tt2527336/;
1897;Olivier Nakache | Éric Toledano;https://www.imdb.com/title/tt1675434/;
1898;Ron Howard;https://www.imdb.com/title/tt3778644/;
1899;Gareth Edwards;https://www.imdb.com/title/tt3748528/;
1900;J.J. Abrams;https://www.imdb.com/title/tt2527338/;
2029;Brad Bird;https://www.imdb.com/title/tt0317705/;
2030;Brad Bird;https://www.imdb.com/title/tt3606756/;
2054;Scott Derrickson;https://www.imdb.com/title/tt13654226/;
2098;Wolfgang Petersen;https://www.imdb.com/title/tt0332452/;
2210;George Lucas;https://www.imdb.com/title/tt0120915/;
2221;George Lucas;https://www.imdb.com/title/tt0121765/;
2222;George Lucas;https://www.imdb.com/title/tt0121766/;
2242;Louis Leterrier;https://www.imdb.com/title/tt5433140/;
2243;Rob Cohen;https://www.imdb.com/title/tt0232500/;
2244;John Singleton;https://www.imdb.com/title/tt0322259/;
2245;James Mangold;https://www.imdb.com/title/tt1430132/;
2246;Justin Lin;https://www.imdb.com/title/tt1013752/;
2247;Justin Lin;https://www.imdb.com/title/tt1596343/;
2248;Justin Lin;https://www.imdb.com/title/tt1905041/;
2249;James Wan;https://www.imdb.com/title/tt2820852/;
2250;F. Gary Gray;https://www.imdb.com/title/tt4630562/;
2251;David Leitch;https://www.imdb.com/title/tt6806448/;
2252;Justin Lin;https://www.imdb.com/title/tt5433138/;
2255;Guillermo del Toro;https://www.imdb.com/title/tt0411477/;
2256;Guillermo del Toro;https://www.imdb.com/title/tt0167190/;
2257;Ron Underwood;https://www.imdb.com/title/tt0100814/;
2258;Brent Maddock;https://www.imdb.com/title/tt0259685/;
2260;S.S. Wilson;https://www.imdb.com/title/tt0114720/;
2330;Carl Rinsch;https://www.imdb.com/title/tt1335975/;
2331;Michael Bay;https://www.imdb.com/title/tt4172430/;
2338;Bryan Singer;https://www.imdb.com/title/tt3385516/;
2339;Rawson Marshall Thurber;https://www.imdb.com/title/tt1489889/;
2340;Ron Clements | John Musker | Don Hall;https://www.imdb.com/title/tt3521164/;
2341;James Wan;https://www.imdb.com/title/tt1477834/;
2342;D.J. Caruso;https://www.imdb.com/title/tt1293847/;
2343;Alan Taylor;https://www.imdb.com/title/tt1340138/;
2344;Michael Bay;https://www.imdb.com/title/tt3371366/;
2345;Tom McGrath;https://www.imdb.com/title/tt3874544/;
2347;Tom McGrath;https://www.imdb.com/title/tt6932874/;
2348;Ruben Fleischer;https://www.imdb.com/title/tt1156398/;
2349;Tim Miller;https://www.imdb.com/title/tt6450804/;
2350;Zack Snyder;https://www.imdb.com/title/tt12361974/;
2351;Frank Miller | Quentin Tarantino | Robert Rodriguez;https://www.imdb.com/title/tt0401792/;
2355;Frank Miller | Robert Rodriguez;https://www.imdb.com/title/tt0458481/;
2356;Patrick Hughes;https://www.imdb.com/title/tt8385148/;
2357;Scott Derrickson;https://www.imdb.com/title/tt1922777/;
2358;Christopher Nolan;https://www.imdb.com/title/tt6723592/;
2359;Simon Kinberg;https://www.imdb.com/title/tt6565702/;
2360;Ridley Scott;https://www.imdb.com/title/tt0320661/;
2361;Zack Snyder;https://www.imdb.com/title/tt0363547/;
2362;Neil Marshall;https://www.imdb.com/title/tt2274648/;
2363;Oliver Stone;https://www.imdb.com/title/tt0346491/;
2364;Xavier Gens;https://www.imdb.com/title/tt0465494/;
2365;Michael Dougherty;https://www.imdb.com/title/tt3741700/;
2366;Adam Wingard;https://www.imdb.com/title/tt5034838/;
2368;Simon McQuoid;https://www.imdb.com/title/tt0293429/;
2369;Louis Clichy | Alexandre Astier;https://www.imdb.com/title/tt3759416/;
2370;Alexandre Astier | Louis Clichy;https://www.imdb.com/title/tt8001346/;
2371;Patty Jenkins;https://www.imdb.com/title/tt7126948/;
2372;David Zucker;https://www.imdb.com/title/tt0306047/;
2373;Adil El Arbi | Bilall Fallah;https://www.imdb.com/title/tt1502397/;
2374;Jake Kasdan;https://www.imdb.com/title/tt7975244/;
2376;Kenneth Branagh;https://www.imdb.com/title/tt3089630/;
2377;Shane Black;https://www.imdb.com/title/tt3829266/;
2378;Ang Lee;https://www.imdb.com/title/tt1025100/;
2379;Mike Flanagan;https://www.imdb.com/title/tt5606664/;
2380;Stéphane Robelin;https://www.imdb.com/title/tt4693612/;
2381;Ted Geoghegan;https://www.imdb.com/title/tt3520418/;
2382;Jake Kasdan;https://www.imdb.com/title/tt2283362/;
2406;Takaomi Kanasaki;https://www.imdb.com/title/tt9239552/;
2436;Bong Joon Ho;https://www.imdb.com/title/tt1706620/;
2577;Carl Strathie;https://www.imdb.com/title/tt6134274/;
2578;David Twohy;https://www.imdb.com/title/tt1411250/;
2579;David Twohy;https://www.imdb.com/title/tt0296572/;
2580;Will Gluck;https://www.imdb.com/title/tt5117670/;
2581;Alain Berbérian;https://www.imdb.com/title/tt0109440/;
2582;J.A. Bayona;https://www.imdb.com/title/tt4881806/;
2583;Rich Moore;https://www.imdb.com/title/tt1772341/;
2584;Quentin Tarantino;https://www.imdb.com/title/tt0361748/;
2585;Edgar Wright;https://www.imdb.com/title/tt3890160/;
2588;Seth Gordon;https://www.imdb.com/title/tt1469304/;
2604;Andrew Stanton | Angus MacLane;https://www.imdb.com/title/tt2277860/;
2605;Stephen Sommers;https://www.imdb.com/title/tt0209163/;
2606;Rob Cohen;https://www.imdb.com/title/tt0859163/;
2607;Stephen Sommers;https://www.imdb.com/title/tt0120616/;
2608;Adrian Grunberg;https://www.imdb.com/title/tt1206885/;
2609;Adam Wingard;https://www.imdb.com/title/tt14539740/;
2882;Andy Serkis;https://www.imdb.com/title/tt7097896/;
2885;Dean Devlin;https://www.imdb.com/title/tt1981128/;
2988;Dominic Sena;https://www.imdb.com/title/tt0479997/;
2989;Edward Bazalgette;https://www.imdb.com/title/tt15767808/;Correspondance retenue : The Last Kingdom: Seven Kings Must Die (2023).
3031;Julius Onah;https://www.imdb.com/title/tt14513804/;
3114;Travis Knight;https://www.imdb.com/title/tt4701182/;
3143;Tensai Okamura;https://www.imdb.com/title/tt32176689/;
3144;Bong Joon Ho;https://www.imdb.com/title/tt12299608/;
3154;Joe Johnston;https://www.imdb.com/title/tt0163025/;
3155;Steven Spielberg;https://www.imdb.com/title/tt0119567/;
3156;Steven Spielberg;https://www.imdb.com/title/tt0107290/;
3158;Mark Osborne | John Stevenson;https://www.imdb.com/title/tt0441773/;
3159;Mathieu Kassovitz;https://www.imdb.com/title/tt0228786/;
3160;Stephen Hillenburg | Mark Osborne;https://www.imdb.com/title/tt0345950/;
3161;Brad Peyton;https://www.imdb.com/title/tt14856980/;
3162;M. Night Shyamalan;https://www.imdb.com/title/tt0167404/;
3163;Aude Léa Rapin;https://www.imdb.com/title/tt28636876/;
3164;J.C. Chandor;https://www.imdb.com/title/tt8790086/;
3381;Jared Hess;https://www.imdb.com/title/tt3566834/;
3382;Terry Jones;https://www.imdb.com/title/tt1727770/;
